episode,total_reward,score_reward,hit_reward,loss_penalty,episode_length,player_score,cpu_score,win_flag,running_average,policy_entropy,loss
66,-20.40000000000001,0,0.6000000000000002,-21.0,2997,0,21,0,-16.302775827772376,,
67,-20.52000000000001,0,0.48000000000000015,-21.0,2625,0,21,0,-16.513637036383756,,
68,-20.500000000000007,0,0.5000000000000001,-21.0,2677,0,21,0,-16.712955184564567,,
69,-20.580000000000005,0,0.4200000000000001,-21.0,2406,0,21,0,-16.90630742533634,,
70,-20.540000000000006,0,0.46000000000000013,-21.0,2543,0,21,0,-17.087992054069524,,
71,-20.38000000000001,0,0.6200000000000002,-21.0,3009,0,21,0,-17.25259245136605,,
72,-20.560000000000006,0,0.4400000000000001,-21.0,2511,0,21,0,-17.417962828797744,,
73,-20.48000000000001,0,0.5200000000000001,-21.0,2751,0,21,0,-17.571064687357858,,
74,-0.4600000000000062,20.0,0.5400000000000001,-21.0,2884,1,21,0,-16.715511452989965,,
75,-0.4800000000000084,20.0,0.5200000000000001,-21.0,2828,1,21,0,-15.903735880340466,,
76,-20.460000000000008,0,0.5400000000000001,-21.0,2826,0,21,0,-16.131549086323442,,
77,-20.520000000000007,0,0.48000000000000015,-21.0,2598,0,21,0,-16.35097163200727,,
78,-20.56000000000001,0,0.4400000000000001,-21.0,2465,0,21,0,-16.561423050406905,,
79,-20.500000000000007,0,0.5000000000000001,-21.0,2723,0,21,0,-16.75835189788656,,
80,-20.540000000000006,0,0.46000000000000013,-21.0,2547,0,21,0,-16.94743430299223,,
81,-20.320000000000007,0,0.6800000000000003,-21.0,3237,0,21,0,-17.11606258784262,,
82,-20.42000000000001,0,0.5800000000000002,-21.0,2969,0,21,0,-17.28125945845049,,
83,-20.40000000000001,0,0.6000000000000002,-21.0,2968,0,21,0,-17.437196485527963,,
84,-0.5000000000000107,20.0,0.5000000000000001,-21.0,2703,1,21,0,-16.590336661251566,,
85,-0.540000000000008,20.0,0.46000000000000013,-21.0,2516,1,21,0,-15.787819828188988,,
86,-20.500000000000007,0,0.5000000000000001,-21.0,2655,0,21,0,-16.023428836779537,,
87,-20.500000000000007,0,0.5000000000000001,-21.0,2675,0,21,0,-16.24725739494056,,
88,19.499999999999993,40.0,0.5000000000000001,-21.0,2683,2,21,0,-14.459894525193533,,
89,-20.460000000000008,0,0.5400000000000001,-21.0,2816,0,21,0,-14.759899798933855,,
90,-20.42000000000001,0,0.5800000000000002,-21.0,2954,0,21,0,-15.042904808987162,,
91,-20.540000000000006,0,0.46000000000000013,-21.0,2533,0,21,0,-15.317759568537804,,
92,-20.480000000000008,0,0.5200000000000001,-21.0,2743,0,21,0,-15.575871590110914,,
93,-20.40000000000001,0,0.6000000000000002,-21.0,3036,0,21,0,-15.817078010605368,,
94,-0.5400000000000045,20.0,0.46000000000000013,-21.0,2612,1,21,0,-15.0532241100751,,
95,-20.500000000000007,0,0.5000000000000001,-21.0,2677,0,21,0,-15.325562904571344,,
96,-0.4400000000000066,20.0,0.5600000000000002,-21.0,2931,1,21,0,-14.581284759342775,,
97,-0.4400000000000066,20.0,0.5600000000000002,-21.0,2934,1,21,0,-13.874220521375637,,
98,-0.3400000000000105,20.0,0.6600000000000003,-21.0,3241,1,21,0,-13.197509495306855,,
99,-20.30000000000001,0,0.7000000000000003,-21.0,3373,0,21,0,-13.552634020541513,,
100,-0.4400000000000084,20.0,0.5600000000000002,-21.0,2878,1,21,0,-12.897002319514437,,
101,-0.4600000000000062,20.0,0.5400000000000001,-21.0,2847,1,21,0,-12.275152203538713,,
102,-20.500000000000007,0,0.5000000000000001,-21.0,2776,0,21,0,-12.686394593361777,,
103,19.61999999999999,40.0,0.6200000000000002,-21.0,3190,2,21,0,-11.071074863693688,,
104,-20.400000000000013,0,0.6000000000000002,-21.0,3050,0,21,0,-11.537521120509005,,
105,-20.42000000000001,0,0.5800000000000002,-21.0,2963,0,21,0,-11.981645064483555,,
106,-20.580000000000005,0,0.4200000000000001,-21.0,2414,0,21,0,-12.411562811259376,,
107,-20.60000000000001,0,0.4000000000000001,-21.0,2342,0,21,0,-12.820984670696408,,
108,-20.480000000000008,0,0.5200000000000001,-21.0,2784,0,21,0,-13.203935437161588,,
109,-20.320000000000007,0,0.6800000000000003,-21.0,3313,0,21,0,-13.559738665303508,,
110,-0.48000000000000576,20.0,0.5200000000000001,-21.0,2720,1,21,0,-12.905751732038333,,
111,-20.42000000000001,0,0.5800000000000002,-21.0,2982,0,21,0,-13.281464145436416,,
112,-20.60000000000001,0,0.4000000000000001,-21.0,2350,0,21,0,-13.647390938164596,,
113,-20.60000000000001,0,0.4000000000000001,-21.0,2344,0,21,0,-13.995021391256367,,
114,19.559999999999995,40.0,0.5600000000000002,-21.0,2949,2,21,0,-12.317270321693549,,
115,-0.38000000000001144,20.0,0.6200000000000002,-21.0,3150,1,21,0,-11.72040680560887,,
116,-20.320000000000007,0,0.6800000000000003,-21.0,3347,0,21,0,-12.150386465328427,,
117,-20.42000000000001,0,0.5800000000000002,-21.0,2949,0,21,0,-12.563867142062007,,
118,-0.42000000000000703,20.0,0.5800000000000002,-21.0,2999,1,21,0,-11.956673784958907,,
119,-20.520000000000007,0,0.48000000000000015,-21.0,2621,0,21,0,-12.384840095710961,,
120,-20.40000000000001,0,0.6000000000000002,-21.0,3019,0,21,0,-12.785598090925415,,
121,-0.5000000000000071,20.0,0.5000000000000001,-21.0,2750,1,21,0,-12.171318186379144,,
122,-0.36000000000001053,20.0,0.6400000000000002,-21.0,3219,1,21,0,-11.580752277060187,,
123,-0.4000000000000066,20.0,0.6000000000000002,-21.0,3047,1,21,0,-11.021714663207176,,
124,19.83999999999999,40.0,0.8400000000000004,-21.0,3885,2,21,0,-9.478628930046817,,
125,-0.4000000000000088,20.0,0.6000000000000002,-21.0,3067,1,21,0,-9.024697483544475,,
126,-20.42000000000001,0,0.5800000000000002,-21.0,3023,0,21,0,-9.594462609367252,,
127,-20.460000000000008,0,0.5400000000000001,-21.0,2732,0,21,0,-10.137739478898888,,
128,-20.480000000000008,0,0.5200000000000001,-21.0,2758,0,21,0,-10.654852504953944,,
129,-20.460000000000008,0,0.5400000000000001,-21.0,2821,0,21,0,-11.145109879706245,,
130,-20.160000000000014,0,0.8400000000000004,-21.0,3772,0,21,0,-11.595854385720934,,
131,-0.3200000000000083,20.0,0.6800000000000003,-21.0,3259,1,21,0,-11.032061666434887,,
132,-20.38000000000001,0,0.6200000000000002,-21.0,3170,0,21,0,-11.499458583113142,,
133,-20.38000000000001,0,0.6200000000000002,-21.0,3055,0,21,0,-11.943485653957485,,
134,-20.36000000000001,0,0.6400000000000002,-21.0,3216,0,21,0,-12.36431137125961,,
135,-0.46000000000000796,20.0,0.5400000000000001,-21.0,2856,1,21,0,-11.76909580269663,,
136,-20.32000000000001,0,0.6800000000000003,-21.0,3252,0,21,0,-12.196641012561797,,
137,-20.34000000000001,0,0.6600000000000003,-21.0,3304,0,21,0,-12.603808961933707,,
138,-0.4600000000000066,20.0,0.5400000000000001,-21.0,2851,1,21,0,-11.99661851383702,,
139,-20.42000000000001,0,0.5800000000000002,-21.0,2993,0,21,0,-12.41778758814517,,
140,19.51999999999999,40.0,0.5200000000000001,-21.0,2864,2,21,0,-10.820898208737912,,
141,19.49999999999999,40.0,0.5000000000000001,-21.0,2694,2,21,0,-9.304853298301015,,
142,-0.5000000000000053,20.0,0.5000000000000001,-21.0,2735,1,21,0,-8.864610633385965,,
143,-0.40000000000000924,20.0,0.6000000000000002,-21.0,3024,1,21,0,-8.441380101716668,,
144,-0.3600000000000092,20.0,0.6400000000000002,-21.0,3154,1,21,0,-8.037311096630834,,
145,-20.500000000000007,0,0.5000000000000001,-21.0,2730,0,21,0,-8.660445541799291,,
146,-20.48000000000001,0,0.5200000000000001,-21.0,2814,0,21,0,-9.251423264709327,,
147,-0.2600000000000122,20.0,0.7400000000000003,-21.0,3466,1,21,0,-8.80185210147386,,
148,-0.3600000000000101,20.0,0.6400000000000002,-21.0,3140,1,21,0,-8.379759496400167,,
149,-0.2600000000000122,20.0,0.7400000000000003,-21.0,3442,1,21,0,-7.973771521580159,,
150,-20.32000000000001,0,0.6800000000000003,-21.0,3241,0,21,0,-8.591082945501151,,
151,19.739999999999988,40.0,0.7400000000000003,-21.0,3507,2,21,0,-7.174528798226095,,
152,-20.40000000000001,0,0.6000000000000002,-21.0,3075,0,21,0,-7.8358023583147896,,
153,-20.280000000000015,0,0.7200000000000003,-21.0,3513,0,21,0,-8.45801224039905,,
154,-20.36000000000001,0,0.6400000000000002,-21.0,3200,0,21,0,-9.053111628379098,,
155,-0.44000000000000794,20.0,0.5600000000000002,-21.0,2919,1,21,0,-8.622456046960142,,
156,39.64000000000008,60.0,0.6400000000000002,-21.0,3222,3,21,0,-6.209333244612131,,
157,-0.4400000000000066,20.0,0.5600000000000002,-21.0,2832,1,21,0,-5.9208665823815245,,
158,-20.240000000000013,0,0.7600000000000003,-21.0,3648,0,21,0,-6.636823253262449,,
159,19.90000000000001,40.0,0.9000000000000005,-21.0,4135,2,21,0,-5.309982090599325,,
160,-20.520000000000007,0,0.48000000000000015,-21.0,2642,0,21,0,-6.07048298606936,,
161,19.63999999999999,40.0,0.6400000000000002,-21.0,3097,2,21,0,-4.784958836765892,,
162,-20.22000000000001,0,0.7800000000000004,-21.0,3494,0,21,0,-5.556710894927598,,
163,-0.4400000000000075,20.0,0.5600000000000002,-21.0,2901,1,21,0,-5.300875350181218,,
164,19.839999999999993,40.0,0.8400000000000004,-21.0,3879,2,21,0,-4.043831582672157,,
165,-20.48000000000001,0,0.5200000000000001,-21.0,2753,0,21,0,-4.865640003538549,,
166,-0.38000000000000655,20.0,0.6200000000000002,-21.0,3110,1,21,0,-4.6413580033616215,,
167,-20.260000000000012,0,0.7400000000000003,-21.0,3543,0,21,0,-5.422290103193541,,
168,-0.48000000000000576,20.0,0.5200000000000001,-21.0,2812,1,21,0,-5.175175598033864,,
169,39.78000000000005,60.0,0.7800000000000004,-21.0,3745,3,21,0,-2.9274168181321674,,
170,-0.40000000000000924,20.0,0.6000000000000002,-21.0,2995,1,21,0,-2.8010459772255594,,
171,-0.46000000000000707,20.0,0.5400000000000001,-21.0,2767,1,21,0,-2.6839936783642813,,
172,-0.38000000000001055,20.0,0.6200000000000002,-21.0,3118,1,21,0,-2.5687939944460676,,
173,-0.34000000000000874,20.0,0.6600000000000003,-21.0,3221,1,21,0,-2.4573542947237645,,
174,-0.32000000000000917,20.0,0.6800000000000003,-21.0,3313,1,21,0,-2.3504865799875767,,
175,19.839999999999986,40.0,0.8400000000000004,-21.0,3881,2,21,0,-1.2409622509881986,,
176,-0.32000000000001094,20.0,0.6800000000000003,-21.0,3211,1,21,0,-1.1949141384387891,,
177,-20.500000000000007,0,0.5000000000000001,-21.0,2663,0,21,0,-2.16016843151685,,
178,-20.42000000000001,0,0.5800000000000002,-21.0,2987,0,21,0,-3.0731600099410077,,
179,-0.36000000000001187,20.0,0.6400000000000002,-21.0,3269,1,21,0,-2.937502009443958,,
180,-0.4400000000000093,20.0,0.5600000000000002,-21.0,2841,1,21,0,-2.81262690897176,,
181,19.739999999999988,40.0,0.7400000000000003,-21.0,3609,2,21,0,-1.6849955635231726,,
182,-0.30000000000000737,20.0,0.7000000000000003,-21.0,3328,1,21,0,-1.6157457853470143,,
183,19.67999999999999,40.0,0.6800000000000003,-21.0,3393,2,21,0,-0.5509584960796641,,
184,-20.480000000000008,0,0.5200000000000001,-21.0,2754,0,21,0,-1.5474105712756812,,
185,-20.56000000000001,0,0.4400000000000001,-21.0,2476,0,21,0,-2.4980400427118976,,
186,-0.28000000000000913,20.0,0.7200000000000003,-21.0,3348,1,21,0,-2.3871380405763034,,
187,-20.32000000000001,0,0.6800000000000003,-21.0,3341,0,21,0,-3.2837811385474884,,
188,-0.4400000000000084,20.0,0.5600000000000002,-21.0,3014,1,21,0,-3.141592081620114,,
189,-20.400000000000013,0,0.6000000000000002,-21.0,2994,0,21,0,-4.004512477539109,,
190,-0.20000000000001084,20.0,0.8000000000000004,-21.0,3542,1,21,0,-3.814286853662154,,
191,-0.3600000000000101,20.0,0.6400000000000002,-21.0,3149,1,21,0,-3.6415725109790467,,
192,-20.480000000000008,0,0.5200000000000001,-21.0,2681,0,21,0,-4.483493885430095,,
193,-20.260000000000012,0,0.7400000000000003,-21.0,3544,0,21,0,-5.272319191158591,,
194,-0.3800000000000079,20.0,0.6200000000000002,-21.0,3050,1,21,0,-5.027703231600661,,
195,39.65999999999999,60.0,0.6600000000000003,-21.0,3284,3,21,0,-2.7933180700206286,,
196,-20.40000000000001,0,0.6000000000000002,-21.0,3014,0,21,0,-3.6736521665195974,,
197,-0.34000000000001407,20.0,0.6600000000000003,-21.0,3316,1,21,0,-3.506969558193618,,
198,19.679999999999993,40.0,0.6800000000000003,-21.0,3380,2,21,0,-2.3476210802839375,,
199,19.719999999999988,40.0,0.7200000000000003,-21.0,3501,2,21,0,-1.244240026269741,,
200,39.700000000000024,60.0,0.7000000000000003,-21.0,3279,3,21,0,0.8029719750437472,,
201,-0.38000000000000966,20.0,0.6200000000000002,-21.0,3147,1,21,0,0.7438233762915594,,
202,-20.460000000000008,0,0.5400000000000001,-21.0,2818,0,21,0,-0.31636779252301894,,
203,-0.2200000000000104,20.0,0.7800000000000004,-21.0,3623,1,21,0,-0.3115494028968685,,
204,19.759999999999987,40.0,0.7600000000000003,-21.0,3619,2,21,0,0.6920280672479744,,
205,19.63999999999999,40.0,0.6400000000000002,-21.0,3236,2,21,0,1.6394266638855752,,
206,19.479999999999993,40.0,0.48000000000000015,-21.0,2713,2,21,0,2.531455330691296,,
207,-20.280000000000012,0,0.7200000000000003,-21.0,3326,0,21,0,1.3908825641567302,,
208,39.76,60.0,0.7600000000000003,-21.0,3428,3,21,0,3.3093384359488933,,
209,19.59999999999999,40.0,0.6000000000000002,-21.0,3096,2,21,0,4.123871514151448,,
210,39.540000000000006,60.0,0.5400000000000001,-21.0,2940,3,21,0,5.894677938443875,,
211,39.64000000000004,60.0,0.6400000000000002,-21.0,3290,3,21,0,7.581944041521683,,
212,19.819999999999986,40.0,0.8200000000000004,-21.0,3915,2,21,0,8.193846839445598,,
213,-0.34000000000000874,20.0,0.6600000000000003,-21.0,3188,1,21,0,7.767154497473317,,
214,-20.220000000000017,0,0.7800000000000004,-21.0,3477,0,21,0,6.36779677259965,,
215,-0.22000000000001396,20.0,0.7800000000000004,-21.0,3566,1,21,0,6.038406933969666,,
216,-0.5000000000000044,20.0,0.5000000000000001,-21.0,2751,1,21,0,5.711486587271183,,
217,-20.34000000000001,0,0.6600000000000003,-21.0,3159,0,21,0,4.408912257907623,,
218,-0.40000000000000613,20.0,0.6000000000000002,-21.0,3112,1,21,0,4.168466645012241,,
219,59.70000000000003,80.0,0.7000000000000003,-21.0,3543,4,21,0,6.945043312761631,,
220,-0.30000000000001226,20.0,0.7000000000000003,-21.0,3478,1,21,0,6.582791147123548,,
221,-20.34000000000001,0,0.6600000000000003,-21.0,3249,0,21,0,5.23665158976737,,
222,-20.140000000000015,0,0.8600000000000004,-21.0,3969,0,21,0,3.967819010279001,,
223,19.73999999999999,40.0,0.7400000000000003,-21.0,3254,2,21,0,4.756428059765051,,
224,19.65999999999999,40.0,0.6600000000000003,-21.0,3285,2,21,0,5.501606656776798,,
225,-0.2400000000000091,20.0,0.7600000000000003,-21.0,3525,1,21,0,5.214526323937958,,
226,39.82000000000006,60.0,0.8200000000000004,-21.0,3806,3,21,0,6.944800007741063,,
227,19.87999999999999,40.0,0.8800000000000004,-21.0,4136,2,21,0,7.591560007354009,,
228,-0.2200000000000104,20.0,0.7800000000000004,-21.0,3497,1,21,0,7.200982006986308,,
229,19.719999999999988,40.0,0.7200000000000003,-21.0,3405,2,21,0,7.826932906636992,,
230,-20.120000000000015,0,0.8800000000000004,-21.0,3936,0,21,0,6.4295862613051415,,
231,39.72000000000001,60.0,0.7200000000000003,-21.0,3415,3,21,0,8.094106948239885,,
232,-0.48000000000000753,20.0,0.5200000000000001,-21.0,2778,1,21,0,7.66540160082789,,
233,-0.3400000000000105,20.0,0.6600000000000003,-21.0,3349,1,21,0,7.265131520786495,,
234,-20.220000000000013,0,0.7800000000000004,-21.0,3379,0,21,0,5.890874944747169,,
235,39.779999999999994,60.0,0.7800000000000004,-21.0,3509,3,21,0,7.585331197509809,,
236,39.720000000000006,60.0,0.7200000000000003,-21.0,3481,3,21,0,9.192064637634319,,
237,-20.040000000000013,0,0.9600000000000005,-21.0,4084,0,21,0,7.730461405752601,,
238,-0.30000000000000693,20.0,0.7000000000000003,-21.0,3391,1,21,0,7.32893833546497,,
239,-20.160000000000014,0,0.8400000000000004,-21.0,3855,0,21,0,5.95449141869172,,
240,-0.3600000000000092,20.0,0.6400000000000002,-21.0,3218,1,21,0,5.638766847757133,,
241,-20.34000000000001,0,0.6600000000000003,-21.0,3239,0,21,0,4.339828505369276,,
242,-0.18000000000000593,20.0,0.8200000000000004,-21.0,3755,1,21,0,4.1138370801008115,,
243,59.920000000000044,80.0,0.9200000000000005,-21.0,4196,4,21,0,6.904145226095773,,
244,19.899999999999977,40.0,0.9000000000000005,-21.0,3978,2,21,0,7.5539379647909835,,
245,-0.28000000000001135,20.0,0.7200000000000003,-21.0,3422,1,21,0,7.1622410665514336,,
246,19.719999999999988,40.0,0.7200000000000003,-21.0,3555,2,21,0,7.790129013223861,,
247,39.70000000000001,60.0,0.7000000000000003,-21.0,3402,3,21,0,9.385622562562668,,
248,39.74000000000001,60.0,0.7400000000000003,-21.0,3677,3,21,0,10.903341434434534,,
249,19.67999999999999,40.0,0.6800000000000003,-21.0,3384,2,21,0,11.342174362712807,,
250,39.94,60.0,0.9400000000000005,-21.0,4123,3,21,0,12.772065644577166,,
251,-0.14000000000001078,20.0,0.8600000000000004,-21.0,3986,1,21,0,12.126462362348308,,
252,0.019999999999982254,20.0,1.0200000000000005,-21.0,4296,1,21,0,11.521139244230891,,
253,19.63999999999999,40.0,0.6400000000000002,-21.0,3089,2,21,0,11.927082282019345,,
254,19.819999999999983,40.0,0.8200000000000004,-21.0,3615,2,21,0,12.321728167918376,,
255,19.69999999999999,40.0,0.7000000000000003,-21.0,3454,2,21,0,12.690641759522457,,
256,-1.2878587085651816e-14,20.0,1.0000000000000004,-21.0,4262,1,21,0,12.056109671546333,,
257,19.799999999999986,40.0,0.8000000000000004,-21.0,3701,2,21,0,12.443304187969016,,
258,-0.22000000000001174,20.0,0.7800000000000004,-21.0,3553,1,21,0,11.810138978570563,,
259,-0.360000000000007,20.0,0.6400000000000002,-21.0,3075,1,21,0,11.201632029642035,,
260,19.820000000000004,40.0,0.8200000000000004,-21.0,3609,2,21,0,11.632550428159933,,
261,-0.20000000000000728,20.0,0.8000000000000004,-21.0,3638,1,21,0,11.040922906751936,,
262,-20.38000000000001,0,0.6200000000000002,-21.0,3113,0,21,0,9.469876761414339,,
263,-0.42000000000000925,20.0,0.5800000000000002,-21.0,3010,1,21,0,8.97538292334362,,
264,-0.28000000000000913,20.0,0.7200000000000003,-21.0,3544,1,21,0,8.512613777176437,,
265,-0.30000000000001315,20.0,0.7000000000000003,-21.0,3298,1,21,0,8.071983088317614,,
266,-0.14000000000000945,20.0,0.8600000000000004,-21.0,3778,1,21,0,7.661383933901733,,
267,39.72,60.0,0.7200000000000003,-21.0,3578,3,21,0,9.264314737206647,,
268,-20.240000000000016,0,0.7600000000000003,-21.0,3522,0,21,0,7.789099000346313,,
269,-0.28000000000001,20.0,0.7200000000000003,-21.0,3410,1,21,0,7.385644050328997,,
270,-0.22000000000001485,20.0,0.7800000000000004,-21.0,3531,1,21,0,7.005361847812546,,
271,-20.120000000000015,0,0.8800000000000004,-21.0,3767,0,21,0,5.649093755421918,,
272,19.85999999999999,40.0,0.8600000000000004,-21.0,3923,2,21,0,6.3596390676508205,,
273,19.75999999999999,40.0,0.7600000000000003,-21.0,3584,2,21,0,7.029657114268279,,
274,19.77999999999999,40.0,0.7800000000000004,-21.0,3699,2,21,0,7.667174258554864,,
275,-0.3600000000000092,20.0,0.6400000000000002,-21.0,3230,1,21,0,7.265815545627119,,
276,39.660000000000025,60.0,0.6600000000000003,-21.0,3287,3,21,0,8.885524768345764,,
277,-0.22000000000001307,20.0,0.7800000000000004,-21.0,3556,1,21,0,8.430248529928475,,
278,-20.220000000000013,0,0.7800000000000004,-21.0,3681,0,21,0,6.99773610343205,,
279,39.900000000000055,60.0,0.9000000000000005,-21.0,4012,3,21,0,8.642849298260451,,
280,-0.28000000000000824,20.0,0.7200000000000003,-21.0,3503,1,21,0,8.196706833347427,,
281,-20.280000000000012,0,0.7200000000000003,-21.0,3409,0,21,0,6.772871491680055,,
282,-20.060000000000016,0,0.9400000000000005,-21.0,4181,0,21,0,5.431227917096051,,
283,19.739999999999984,40.0,0.7400000000000003,-21.0,3446,2,21,0,6.146666521241248,,
284,-20.260000000000012,0,0.7400000000000003,-21.0,3538,0,21,0,4.826333195179185,,
285,-0.24000000000001132,20.0,0.7600000000000003,-21.0,3493,1,21,0,4.573016535420225,,
286,39.759999999999984,60.0,0.7600000000000003,-21.0,3566,3,21,0,6.332365708649212,,
287,-20.100000000000016,0,0.9000000000000005,-21.0,3929,0,21,0,5.010747423216751,,
288,59.96000000000002,80.0,0.9600000000000005,-21.0,4354,4,21,0,7.758210052055914,,
