episode,total_reward,score_reward,hit_reward,loss_penalty,episode_length,player_score,cpu_score,win_flag,running_average,policy_entropy,loss
66,-20.580000000000005,0,0.4200000000000001,-21.0,2430,0,21,0,-13.465548187959632,,
67,-20.50000000000001,0,0.5000000000000001,-21.0,2612,0,21,0,-13.81727077856165,,
68,-0.3800000000000088,20.0,0.6200000000000002,-21.0,3149,1,21,0,-13.145407239633567,,
69,19.499999999999993,40.0,0.5000000000000001,-21.0,2740,2,21,0,-11.513136877651888,,
70,-20.460000000000008,0,0.5400000000000001,-21.0,2830,0,21,0,-11.960480033769294,,
71,-20.36000000000001,0,0.6400000000000002,-21.0,3062,0,21,0,-12.38045603208083,,
72,-20.48000000000001,0,0.5200000000000001,-21.0,2709,0,21,0,-12.785433230476787,,
73,-20.560000000000006,0,0.4400000000000001,-21.0,2472,0,21,0,-13.174161568952949,,
74,19.59999999999999,40.0,0.6000000000000002,-21.0,3073,2,21,0,-11.5354534905053,,
75,-20.60000000000001,0,0.4000000000000001,-21.0,2346,0,21,0,-11.988680815980036,,
76,-20.44000000000001,0,0.5600000000000002,-21.0,2837,0,21,0,-12.411246775181034,,
77,-20.540000000000006,0,0.46000000000000013,-21.0,2544,0,21,0,-12.817684436421983,,
78,-0.4800000000000084,20.0,0.5200000000000001,-21.0,2784,1,21,0,-12.200800214600884,,
79,-20.580000000000005,0,0.4200000000000001,-21.0,2416,0,21,0,-12.61976020387084,,
80,-20.480000000000008,0,0.5200000000000001,-21.0,2755,0,21,0,-13.012772193677298,,
81,39.600000000000044,60.0,0.6000000000000002,-21.0,3140,3,21,0,-10.382133583993431,,
82,39.62000000000004,60.0,0.6200000000000002,-21.0,3052,3,21,0,-7.882026904793758,,
83,-0.3400000000000074,20.0,0.6600000000000003,-21.0,3220,1,21,0,-7.50492555955407,,
84,-20.52000000000001,0,0.48000000000000015,-21.0,2594,0,21,0,-8.155679281576367,,
85,-20.52000000000001,0,0.48000000000000015,-21.0,2612,0,21,0,-8.773895317497548,,
86,-0.38000000000000567,20.0,0.6200000000000002,-21.0,3084,1,21,0,-8.35420055162267,,
87,-0.5200000000000067,20.0,0.48000000000000015,-21.0,2661,1,21,0,-7.962490524041536,,
88,-20.44000000000001,0,0.5600000000000002,-21.0,2903,0,21,0,-8.58636599783946,,
89,-20.580000000000005,0,0.4200000000000001,-21.0,2414,0,21,0,-9.186047697947487,,
90,-20.540000000000006,0,0.46000000000000013,-21.0,2551,0,21,0,-9.753745313050112,,
91,-20.42000000000001,0,0.5800000000000002,-21.0,3018,0,21,0,-10.287058047397608,,
92,-0.4600000000000062,20.0,0.5400000000000001,-21.0,2879,1,21,0,-9.795705145027727,,
93,-20.580000000000005,0,0.4200000000000001,-21.0,2420,0,21,0,-10.33491988777634,,
94,-20.42000000000001,0,0.5800000000000002,-21.0,2961,0,21,0,-10.839173893387525,,
95,-20.540000000000006,0,0.46000000000000013,-21.0,2528,0,21,0,-11.324215198718148,,
96,-0.5000000000000071,20.0,0.5000000000000001,-21.0,2649,1,21,0,-10.78300443878224,,
97,-20.540000000000006,0,0.46000000000000013,-21.0,2540,0,21,0,-11.27085421684313,,
98,-0.4400000000000066,20.0,0.5600000000000002,-21.0,2961,1,21,0,-10.729311506000974,,
99,-20.56000000000001,0,0.4400000000000001,-21.0,2474,0,21,0,-11.220845930700925,,
100,-20.40000000000001,0,0.6000000000000002,-21.0,3006,0,21,0,-11.679803634165879,,
101,19.79999999999999,40.0,0.8000000000000004,-21.0,3734,2,21,0,-10.105813452457584,,
102,-20.34000000000001,0,0.6600000000000003,-21.0,3116,0,21,0,-10.617522779834704,,
103,-20.48000000000001,0,0.5200000000000001,-21.0,2770,0,21,0,-11.110646640842969,,
104,-0.4000000000000066,20.0,0.6000000000000002,-21.0,2957,1,21,0,-10.575114308800819,,
105,-20.60000000000001,0,0.4000000000000001,-21.0,2342,0,21,0,-11.076358593360778,,
106,-0.4200000000000088,20.0,0.5800000000000002,-21.0,2895,1,21,0,-10.54354066369274,,
107,-20.460000000000008,0,0.5400000000000001,-21.0,2860,0,21,0,-11.039363630508102,,
108,-0.4200000000000066,20.0,0.5800000000000002,-21.0,2903,1,21,0,-10.508395448982698,,
109,-20.48000000000001,0,0.5200000000000001,-21.0,2761,0,21,0,-11.006975676533564,,
110,-0.32000000000001094,20.0,0.6800000000000003,-21.0,3224,1,21,0,-10.472626892706886,,
111,-0.5200000000000102,20.0,0.48000000000000015,-21.0,2567,1,21,0,-9.974995548071542,,
112,19.67999999999999,40.0,0.6800000000000003,-21.0,3287,2,21,0,-8.492245770667964,,
113,-20.42000000000001,0,0.5800000000000002,-21.0,2931,0,21,0,-9.088633482134567,,
114,-20.540000000000006,0,0.46000000000000013,-21.0,2536,0,21,0,-9.661201808027839,,
115,-20.460000000000008,0,0.5400000000000001,-21.0,2795,0,21,0,-10.201141717626445,,
116,-20.460000000000008,0,0.5400000000000001,-21.0,2834,0,21,0,-10.714084631745122,,
117,-0.5200000000000049,20.0,0.48000000000000015,-21.0,2662,1,21,0,-10.204380400157865,,
118,-20.260000000000012,0,0.7400000000000003,-21.0,3332,0,21,0,-10.707161380149971,,
119,-0.34000000000000874,20.0,0.6600000000000003,-21.0,3221,1,21,0,-10.188803311142474,,
120,-0.5800000000000036,20.0,0.4200000000000001,-21.0,2453,1,21,0,-9.708363145585349,,
121,-20.460000000000008,0,0.5400000000000001,-21.0,2757,0,21,0,-10.24594498830608,,
122,-20.42000000000001,0,0.5800000000000002,-21.0,2974,0,21,0,-10.754647738890776,,
123,-20.540000000000006,0,0.46000000000000013,-21.0,2546,0,21,0,-11.243915351946239,,
124,-20.30000000000001,0,0.7000000000000003,-21.0,3271,0,21,0,-11.696719584348926,,
125,-20.50000000000001,0,0.5000000000000001,-21.0,2653,0,21,0,-12.13688360513148,,
126,-20.38000000000001,0,0.6200000000000002,-21.0,3077,0,21,0,-12.549039424874906,,
127,-0.4400000000000106,20.0,0.5600000000000002,-21.0,2856,1,21,0,-11.94358745363116,,
128,-20.500000000000007,0,0.5000000000000001,-21.0,2717,0,21,0,-12.371408080949601,,
129,19.58,40.0,0.5800000000000002,-21.0,3035,2,21,0,-10.773837676902122,,
130,-20.480000000000008,0,0.5200000000000001,-21.0,2839,0,21,0,-11.259145793057016,,
131,-20.540000000000006,0,0.46000000000000013,-21.0,2573,0,21,0,-11.723188503404165,,
132,-20.40000000000001,0,0.6000000000000002,-21.0,2942,0,21,0,-12.157029078233958,,
133,-0.48000000000000664,20.0,0.5200000000000001,-21.0,2735,1,21,0,-11.57317762432226,,
134,-0.5200000000000085,20.0,0.48000000000000015,-21.0,2682,1,21,0,-11.020518743106146,,
135,19.54,40.0,0.5400000000000001,-21.0,2923,2,21,0,-9.492492805950839,,
136,19.65999999999999,40.0,0.6600000000000003,-21.0,3262,2,21,0,-8.034868165653299,,
137,-20.220000000000013,0,0.7800000000000004,-21.0,3574,0,21,0,-8.644124757370633,,
138,-20.580000000000005,0,0.4200000000000001,-21.0,2410,0,21,0,-9.2409185195021,,
139,-20.500000000000007,0,0.5000000000000001,-21.0,2705,0,21,0,-9.803872593526995,,
140,-20.42000000000001,0,0.5800000000000002,-21.0,2916,0,21,0,-10.334678963850646,,
141,-20.44000000000001,0,0.5600000000000002,-21.0,2796,0,21,0,-10.839945015658113,,
142,-20.44000000000001,0,0.5600000000000002,-21.0,2860,0,21,0,-11.319947764875208,,
143,-20.540000000000006,0,0.46000000000000013,-21.0,2524,0,21,0,-11.780950376631449,,
144,-0.5800000000000054,20.0,0.4200000000000001,-21.0,2447,1,21,0,-11.220902857799876,,
145,-0.3800000000000079,20.0,0.6200000000000002,-21.0,3113,1,21,0,-10.678857714909881,,
146,-0.3400000000000105,20.0,0.6600000000000003,-21.0,3330,1,21,0,-10.161914829164388,,
147,-20.500000000000007,0,0.5000000000000001,-21.0,2707,0,21,0,-10.678819087706168,,
148,-0.46000000000000796,20.0,0.5400000000000001,-21.0,2853,1,21,0,-10.167878133320858,,
149,-0.5200000000000049,20.0,0.48000000000000015,-21.0,2592,1,21,0,-9.685484226654815,,
150,-20.42000000000001,0,0.5800000000000002,-21.0,3003,0,21,0,-10.222210015322075,,
151,-20.34000000000001,0,0.6600000000000003,-21.0,3149,0,21,0,-10.728099514555971,,
152,-0.5200000000000062,20.0,0.48000000000000015,-21.0,2668,1,21,0,-10.217694538828173,,
153,-20.500000000000007,0,0.5000000000000001,-21.0,2659,0,21,0,-10.731809811886764,,
154,-20.540000000000006,0,0.46000000000000013,-21.0,2543,0,21,0,-11.222219321292426,,
155,-20.500000000000007,0,0.5000000000000001,-21.0,2696,0,21,0,-11.686108355227805,,
156,-20.500000000000007,0,0.5000000000000001,-21.0,2700,0,21,0,-12.126802937466415,,
157,-0.4400000000000093,20.0,0.5600000000000002,-21.0,2944,1,21,0,-11.542462790593094,,
158,-20.38000000000001,0,0.6200000000000002,-21.0,3090,0,21,0,-11.984339651063438,,
159,-20.32000000000001,0,0.6800000000000003,-21.0,3330,0,21,0,-12.401122668510265,,
160,-0.3600000000000074,20.0,0.6400000000000002,-21.0,3199,1,21,0,-11.799066535084751,,
161,-0.42000000000000615,20.0,0.5800000000000002,-21.0,2902,1,21,0,-11.230113208330515,,
162,39.559999999999995,60.0,0.5600000000000002,-21.0,2976,3,21,0,-8.69060754791399,,
163,-20.38000000000001,0,0.6200000000000002,-21.0,3184,0,21,0,-9.27507717051829,,
164,-20.460000000000008,0,0.5400000000000001,-21.0,2810,0,21,0,-9.834323311992375,,
165,-20.42000000000001,0,0.5800000000000002,-21.0,2882,0,21,0,-10.363607146392756,,
166,-20.38000000000001,0,0.6200000000000002,-21.0,3111,0,21,0,-10.864426789073118,,
167,-20.38000000000001,0,0.6200000000000002,-21.0,3168,0,21,0,-11.34020544961946,,
168,-0.3200000000000145,20.0,0.6800000000000003,-21.0,3310,1,21,0,-10.789195177138488,,
169,-20.36000000000001,0,0.6400000000000002,-21.0,3129,0,21,0,-11.267735418281564,,
170,-20.240000000000013,0,0.7600000000000003,-21.0,3537,0,21,0,-11.716348647367486,,
171,-20.260000000000016,0,0.7400000000000003,-21.0,3467,0,21,0,-12.143531214999111,,
172,-0.4200000000000088,20.0,0.5800000000000002,-21.0,2911,1,21,0,-11.557354654249156,,
173,-0.5200000000000067,20.0,0.48000000000000015,-21.0,2631,1,21,0,-11.005486921536697,,
174,19.659999999999986,40.0,0.6600000000000003,-21.0,3276,2,21,0,-9.472212575459864,,
175,-0.2800000000000087,20.0,0.7200000000000003,-21.0,3399,1,21,0,-9.012601946686871,,
176,-0.2600000000000118,20.0,0.7400000000000003,-21.0,3404,1,21,0,-8.574971849352528,,
177,-20.36000000000001,0,0.6400000000000002,-21.0,3150,0,21,0,-9.1642232568849,,
178,-0.3000000000000065,20.0,0.7000000000000003,-21.0,3333,1,21,0,-8.721012094040656,,
179,-0.4200000000000106,20.0,0.5800000000000002,-21.0,2972,1,21,0,-8.305961489338623,,
180,-0.42000000000000703,20.0,0.5800000000000002,-21.0,3037,1,21,0,-7.911663414871692,,
181,-0.3400000000000074,20.0,0.6600000000000003,-21.0,3255,1,21,0,-7.533080244128107,,
182,-20.48000000000001,0,0.5200000000000001,-21.0,2760,0,21,0,-8.180426231921702,,
183,-0.4400000000000066,20.0,0.5600000000000002,-21.0,2771,1,21,0,-7.793404920325616,,
184,-20.260000000000012,0,0.7400000000000003,-21.0,3435,0,21,0,-8.416734674309335,,
185,-20.32000000000001,0,0.6800000000000003,-21.0,3243,0,21,0,-9.011897940593869,,
186,-0.20000000000000995,20.0,0.8000000000000004,-21.0,3870,1,21,0,-8.571303043564175,,
187,19.87999999999999,40.0,0.8800000000000004,-21.0,4051,2,21,0,-7.1487378913859665,,
188,39.680000000000014,60.0,0.6800000000000003,-21.0,3315,3,21,0,-4.807300996816667,,
189,-0.32000000000000783,20.0,0.6800000000000003,-21.0,3130,1,21,0,-4.582935946975834,,
190,-0.44000000000001016,20.0,0.5600000000000002,-21.0,2933,1,21,0,-4.3757891496270425,,
191,-20.500000000000007,0,0.5000000000000001,-21.0,2683,0,21,0,-5.18199969214569,,
192,19.759999999999987,40.0,0.7600000000000003,-21.0,3634,2,21,0,-3.9348997075384062,,
193,19.619999999999994,40.0,0.6200000000000002,-21.0,3163,2,21,0,-2.757154722161486,,
194,-0.26000000000000956,20.0,0.7400000000000003,-21.0,3478,1,21,0,-2.632296986053412,,
195,-0.14000000000000945,20.0,0.8600000000000004,-21.0,4020,1,21,0,-2.507682136750742,,
196,19.69999999999999,40.0,0.7000000000000003,-21.0,3390,2,21,0,-1.397298029913205,,
197,-0.2800000000000078,20.0,0.7200000000000003,-21.0,3443,1,21,0,-1.3414331284175451,,
198,59.67999999999999,80.0,0.6800000000000003,-21.0,3371,4,21,0,1.7096385280033322,,
199,-20.380000000000013,0,0.6200000000000002,-21.0,3065,0,21,0,0.6051566016031646,,
200,-20.220000000000013,0,0.7800000000000004,-21.0,3615,0,21,0,-0.4361012284769944,,
201,-20.36000000000001,0,0.6400000000000002,-21.0,3068,0,21,0,-1.432296167053145,,
202,-20.42000000000001,0,0.5800000000000002,-21.0,2930,0,21,0,-2.3816813587004884,,
203,59.80000000000001,80.0,0.8000000000000004,-21.0,3735,4,21,0,0.727402709234537,,
204,-0.28000000000000824,20.0,0.7200000000000003,-21.0,3472,1,21,0,0.6770325737728097,,
205,-0.380000000000007,20.0,0.6200000000000002,-21.0,3096,1,21,0,0.6241809450841688,,
206,-20.34000000000001,0,0.6600000000000003,-21.0,3270,0,21,0,-0.4240281021700403,,
207,19.560000000000002,40.0,0.5600000000000002,-21.0,2955,2,21,0,0.575173302938462,,
208,-0.2200000000000082,20.0,0.7800000000000004,-21.0,3652,1,21,0,0.5354146377915384,,
209,-20.380000000000013,0,0.6200000000000002,-21.0,3113,0,21,0,-0.5103560940980393,,
210,-0.2600000000000069,20.0,0.7400000000000003,-21.0,3534,1,21,0,-0.4978382893931376,,
211,-0.26000000000001044,20.0,0.7400000000000003,-21.0,3488,1,21,0,-0.48594637492348125,,
212,-0.22000000000000863,20.0,0.7800000000000004,-21.0,3493,1,21,0,-0.4726490561773076,,
213,-20.460000000000008,0,0.5400000000000001,-21.0,2815,0,21,0,-1.4720166033684425,,
214,19.759999999999987,40.0,0.7600000000000003,-21.0,3623,2,21,0,-0.410415773200021,,
215,-20.220000000000017,0,0.7800000000000004,-21.0,3542,0,21,0,-1.4008949845400207,,
216,-20.28000000000001,0,0.7200000000000003,-21.0,3394,0,21,0,-2.34485023531302,,
217,-0.2000000000000095,20.0,0.8000000000000004,-21.0,3655,1,21,0,-2.2376077235473693,,
218,19.65999999999999,40.0,0.6600000000000003,-21.0,3321,2,21,0,-1.142727337370001,,
219,-0.2400000000000122,20.0,0.7600000000000003,-21.0,3542,1,21,0,-1.0975909705015017,,
220,-20.180000000000014,0,0.8200000000000004,-21.0,3605,0,21,0,-2.051711421976427,,
221,-0.42000000000000526,20.0,0.5800000000000002,-21.0,3015,1,21,0,-1.970125850877606,,
222,-0.14000000000001211,20.0,0.8600000000000004,-21.0,3903,1,21,0,-1.8786195583337262,,
223,19.67999999999999,40.0,0.6800000000000003,-21.0,3233,2,21,0,-0.8006885804170403,,
224,39.74000000000004,60.0,0.7400000000000003,-21.0,3436,3,21,0,1.2263458486038137,,
225,19.820000000000014,40.0,0.8200000000000004,-21.0,3737,2,21,0,2.1560285561736237,,
226,-20.20000000000001,0,0.8000000000000004,-21.0,3723,0,21,0,1.038227128364942,,
227,-0.24000000000001176,20.0,0.7600000000000003,-21.0,3474,1,21,0,0.9743157719466943,,
228,19.719999999999988,40.0,0.7200000000000003,-21.0,3430,2,21,0,1.911599983349359,,
229,-20.140000000000015,0,0.8600000000000004,-21.0,3866,0,21,0,0.8090199841818904,,
230,-0.28000000000000824,20.0,0.7200000000000003,-21.0,3494,1,21,0,0.7545689849727953,,
231,-20.280000000000012,0,0.7200000000000003,-21.0,3313,0,21,0,-0.29715946427584516,,
232,-20.40000000000001,0,0.6000000000000002,-21.0,3134,0,21,0,-1.3023014910620534,,
233,19.919999999999987,40.0,0.9200000000000005,-21.0,3910,2,21,0,-0.24118641650895112,,
234,-20.280000000000012,0,0.7200000000000003,-21.0,3472,0,21,0,-1.2431270956835043,,
235,19.81999999999999,40.0,0.8200000000000004,-21.0,3947,2,21,0,-0.18997074089932953,,
236,-0.20000000000000906,20.0,0.8000000000000004,-21.0,3612,1,21,0,-0.1904722038543635,,
237,-0.16000000000001036,20.0,0.8400000000000004,-21.0,3863,1,21,0,-0.18894859366164582,,
238,-0.20000000000001306,20.0,0.8000000000000004,-21.0,3644,1,21,0,-0.18950116397856417,,
239,-0.1400000000000139,20.0,0.8600000000000004,-21.0,3848,1,21,0,-0.18702610577963666,,
240,-0.040000000000014246,20.0,0.9600000000000005,-21.0,4247,1,21,0,-0.17967480049065554,,
241,19.779999999999987,40.0,0.7800000000000004,-21.0,3682,2,21,0,0.8183089395338767,,
242,-0.18000000000000949,20.0,0.8200000000000004,-21.0,3720,1,21,0,0.7683934925571824,,
243,-0.3200000000000056,20.0,0.6800000000000003,-21.0,3404,1,21,0,0.713973817929323,,
244,-20.32000000000001,0,0.6800000000000003,-21.0,3258,0,21,0,-0.3377248729671438,,
245,-20.180000000000014,0,0.8200000000000004,-21.0,3661,0,21,0,-1.3298386293187874,,
246,40.02000000000002,60.0,1.0200000000000005,-21.0,4450,3,21,0,0.7376533021471527,,
247,-20.38000000000001,0,0.6200000000000002,-21.0,3034,0,21,0,-0.31822936296020554,,
248,-20.140000000000015,0,0.8600000000000004,-21.0,3790,0,21,0,-1.309317894812196,,
249,-0.20000000000000995,20.0,0.8000000000000004,-21.0,3704,1,21,0,-1.2538520000715865,,
250,-20.020000000000017,0,0.9800000000000005,-21.0,4286,0,21,0,-2.1921594000680082,,
251,-20.14000000000001,0,0.8600000000000004,-21.0,3823,0,21,0,-3.089551430064608,,
252,-20.160000000000014,0,0.8400000000000004,-21.0,3825,0,21,0,-3.9430738585613785,,
253,-0.18000000000001304,20.0,0.8200000000000004,-21.0,3580,1,21,0,-3.75492016563331,,
254,19.919999999999984,40.0,0.9200000000000005,-21.0,3908,2,21,0,-2.571174157351645,,
255,-0.32000000000000917,20.0,0.6800000000000003,-21.0,3278,1,21,0,-2.4586154494840633,,
256,-0.24000000000001087,20.0,0.7600000000000003,-21.0,3536,1,21,0,-2.3476846770098603,,
257,-20.30000000000001,0,0.7000000000000003,-21.0,3343,0,21,0,-3.2453004431593677,,
258,19.899999999999988,40.0,0.9000000000000005,-21.0,3967,2,21,0,-2.0880354210013996,,
259,19.719999999999988,40.0,0.7200000000000003,-21.0,3494,2,21,0,-0.9976336499513302,,
260,-0.1400000000000099,20.0,0.8600000000000004,-21.0,3811,1,21,0,-0.9547519674537641,,
261,-20.30000000000001,0,0.7000000000000003,-21.0,3399,0,21,0,-1.9220143690810765,,
262,-20.44000000000001,0,0.5600000000000002,-21.0,2846,0,21,0,-2.847913650627023,,
263,-0.24000000000000954,20.0,0.7600000000000003,-21.0,3482,1,21,0,-2.717517968095672,,
264,0.039999999999988045,20.0,1.0400000000000005,-21.0,4371,1,21,0,-2.579642069690889,,
265,-19.980000000000015,0,1.0200000000000005,-21.0,4406,0,21,0,-3.4496599662063447,,
266,-0.20000000000000817,20.0,0.8000000000000004,-21.0,3745,1,21,0,-3.2871769678960274,,
267,-20.48000000000001,0,0.5200000000000001,-21.0,2795,0,21,0,-4.146818119501226,,
268,-0.16000000000000814,20.0,0.8400000000000004,-21.0,3773,1,21,0,-3.9474772135261653,,
269,0.2799999999999794,20.0,1.2800000000000007,-21.0,5268,1,21,0,-3.736103352849858,,
270,20.019999999999985,40.0,1.0200000000000005,-21.0,4488,2,21,0,-2.548298185207366,,
271,-20.320000000000014,0,0.6800000000000003,-21.0,3285,0,21,0,-3.4368832759469985,,
272,59.960000000000036,80.0,0.9600000000000005,-21.0,4300,4,21,0,-0.2670391121496465,,
273,-0.4400000000000093,20.0,0.5600000000000002,-21.0,2947,1,21,0,-0.27568715654216464,,
274,19.799999999999986,40.0,0.8000000000000004,-21.0,3849,2,21,0,0.7280972012849429,,
275,79.78000000000007,100.0,0.7800000000000004,-21.0,3640,5,21,0,4.680692341220699,,
276,19.679999999999986,40.0,0.6800000000000003,-21.0,3319,2,21,0,5.430657724159663,,
277,39.88000000000002,60.0,0.8800000000000004,-21.0,3991,3,21,0,7.1531248379516805,,
278,-0.2200000000000104,20.0,0.7800000000000004,-21.0,3587,1,21,0,6.784468596054096,,
279,19.63999999999999,40.0,0.6400000000000002,-21.0,3221,2,21,0,7.4272451662513905,,
280,-0.12000000000001476,20.0,0.8800000000000004,-21.0,3897,1,21,0,7.049882907938819,,
281,-0.28000000000000913,20.0,0.7200000000000003,-21.0,3391,1,21,0,6.6833887625418775,,
282,-0.1800000000000077,20.0,0.8200000000000004,-21.0,3729,1,21,0,6.340219324414783,,
283,-0.12000000000001254,20.0,0.8800000000000004,-21.0,4019,1,21,0,6.017208358194043,,
284,-20.060000000000016,0,0.9400000000000005,-21.0,4143,0,21,0,4.71334794028434,,
285,19.839999999999982,40.0,0.8400000000000004,-21.0,3864,2,21,0,5.469680543270122,,
286,19.93999999999998,40.0,0.9400000000000005,-21.0,4172,2,21,0,6.193196516106615,,
